writer,num_articles,gender,last_url
Jesse Lehrich,1,male,http://www.latimes.com/opinion/op-ed/la-oe-lehrich-venezuela-trump-socialism-20190221-story.html
Jacques Leslie,3,male,http://www.latimes.com/opinion/op-ed/la-oe-leslie-salmon-hatcheries-klamath-river-20190613-story.html
David Armstrong,1,male,https://www.huffpost.com/entry/sackler-embraced-plan-to-conceal-oxycontins-strength-from-doctors-sealed-testimony-shows_n_5c6f1d3de4b06cf6bb23d735
Gideon Gil,1,male,https://www.bostonglobe.com/2019/06/21/business/healthcare/stat/the-23-best-health-and-science-books-to-read-this-summer/
Michael Sin,1,male,https://www.bostonglobe.com/sports/colleges/2019/02/21/twitter-users-target-nike-after-basketball-star-shoe-splits-leading-injury/gTSFeadw5nFwz61gIyz7SO/story.html
Luke O Neil,6,male,https://www.bostonglobe.com/ideas/2019/04/10/oneil/t0wEh4yEXHTzBttu77AGWK/story.html
Gina Scaramella,1,female,https://www.bostonglobe.com/opinion/2019/02/21/setting-record-straight-title/sNy65jtUQ2arFP6j40CzcM/story.html
George Ramsay,5,male,http://rss.cnn.com/~r/rss/cnn_topstories/~3/l8lriMAhOT8/index.html
Ben Church,5,male,http://rss.cnn.com/~r/rss/cnn_topstories/~3/YTjNU48E2pk/index.html
Mubaraz Ahmed,1,unknown,http://rss.cnn.com/~r/rss/cnn_topstories/~3/creEWa5-GP4/index.html
Ashley M. Jones,1,male,http://rss.cnn.com/~r/rss/cnn_topstories/~3/m_wfSYY1coM/index.html
Tim Mcdonnell,5,male,https://www.npr.org/sections/goatsandsoda/2019/05/15/723564110/new-hiv-map-offers-most-detailed-look-yet-at-the-epidemic
Mallory Falk,2,female,https://www.npr.org/2019/04/23/715913063/at-the-u-s-mexico-border-volunteer-medics-step-in-to-care-for-migrants
John Hendel,8,male,https://www.politico.com/story/2019/06/06/fcc-votes-unwanted-robocalls-1356179
Bob Stanley,1,male,https://www.theguardian.com/music/2019/feb/21/peter-tork-obituary
Rachel Pearson,1,female,https://www.theguardian.com/news/2019/feb/21/anti-vaxxers-delivery-ward-doctor-mother-newborn
Catherine Pepinster,1,female,https://www.theguardian.com/commentisfree/2019/feb/21/pope-francis-truth-sexual-abuse-summit
Samuel Muston,1,male,https://www.theguardian.com/commentisfree/2019/feb/21/airline-food-restaurant-sickbag-airasia-dishes
Amelia Gentleman,2,female,https://www.theguardian.com/uk-news/2019/apr/27/home-office-investigated-over-english-test-cheating-claims
Alex Needham,1,male,https://www.theguardian.com/film/2019/feb/21/why-bohemian-rhapsody-should-win-the-best-picture-oscar
Laura Barton,5,female,https://www.theguardian.com/music/2019/may/13/lazarus-chigwandali-malawi-busker-albinism-madonna
Leo Benedictus,3,male,https://www.theguardian.com/cities/2019/jun/17/airbnb-clutter-rent-household-space-storage-declutter
Dan Collyns,7,male,https://www.theguardian.com/global-development/2019/jun/20/mother-challenging-police-and-power-to-solve-daughters-murder-ecuador
John W. Whitehead,3,male,https://www.infowars.com/technotyranny-the-iron-fisted-authoritarianism-of-the-surveillance-state/
Penn State,2,male,https://www.infowars.com/study-raises-awareness-on-portion-size-with-preschoolers/
James Kirchick,5,male,https://www.wsj.com/articles/stonewall-wasnt-the-start-of-the-gay-rights-struggle-11561176061?mod=hp_lead_pos8
Amelia Lester,1,female,https://www.nytimes.com/2019/02/21/opinion/brand-australia-aesop.html
Jamie Daw,1,male,https://www.nytimes.com/2019/02/20/opinion/health-care-germany.html
William K. Rashbaum,24,male,http://www.nytimes.com/2019/07/06/nyregion/jeffrey-epstein-arrested-sex-trafficking.html#commentsContainer
Laura Dominguez,1,female,http://www.latimes.com/opinion/op-ed/la-oe-dominguez-antiquities-act-trump-monuments-20190222-story.html
Matt Stromberg,2,male,http://www.latimes.com/books/la-ca-jc-taschen-la-office-crossroads-20190222-story.html
Jerry Soifer,1,male,http://www.latimes.com/sports/highschool/la-sp-norco-softball-20190222-story.html
Rachel Marlowe,1,female,http://rss.cnn.com/~r/rss/cnn_topstories/~3/8I7gXSF0ZJs/index.html
Uri Berliner,1,male,https://www.npr.org/2019/02/21/696565989/a-blown-out-sneaker-an-injured-superstar-and-a-night-to-forget-for-nike
Drew Sullivan,1,male,https://www.politico.eu/blogs/on-media/2019/03/jan-kuciak-martina-kusnirova-how-not-to-remember/
Niamh Mcintyre,2,unknown,https://www.theguardian.com/world/2019/jun/14/homophobic-and-transphobic-hate-crimes-surge-in-england-and-wales
David Hill,1,male,https://www.theguardian.com/environment/andes-to-the-amazon/2019/feb/22/colombian-tribe-siona-calls-for-action-on-alleged-impacts-of-uk-oil-firm-amerisur
Richard Russell,1,male,https://www.theguardian.com/commentisfree/2019/feb/22/kids-striking-climate-change-adults-infantile-teacher-pupils
Mark Fisher,4,male,https://www.theguardian.com/stage/2019/may/28/edinburgh-international-childrens-festival-review
Elizabeth A. Harris,5,female,https://www.nytimes.com/2019/04/28/arts/sundance-founder-abuse-arrest.html
Audra D. S. Burch,7,female,http://www.nytimes.com/2019/04/30/us/atlanta-child-murders.html
Rich Cohen,2,male,http://www.latimes.com/opinion/op-ed/la-oe-cohen-death-penalty-executions-20190602-story.html
Clay Risen,1,male,https://www.nytimes.com/2019/02/21/dining/drinks/medieval-drinks-alcohol.html
Katy Lederer,4,female,http://www.nytimes.com/2019/04/25/business/work-life-balance.html
Thomas T. Cullen,3,male,https://www.nytimes.com/2019/02/22/opinion/christopher-hasson-extremism.html
Greg Braxton,8,male,http://www.latimes.com/espanol/entretenimiento/la-es-big-little-lies-esta-temporada-es-menos-blanca-pero-aun-falla-en-la-cuestion-racial-20190617-story.html
Beth Kleid,1,female,https://www.latimes.com/entertainment/tv/la-et-st-jussie-smollett-on-our-own-19940918-story.html
Peter M. Stevenson,2,male,http://www.latimes.com/fashion/la-ig-fashion-cassandra-grey-violet-grey-20190517-story.html
Suzanne Woolley,1,female,http://www.latimes.com/business/la-fi-what-it-takes-to-be-wealthy-20190517-story.html
David P. White,1,male,http://www.latimes.com/opinion/op-ed/la-oe-white-gig-economy-workers-film-uber-20190222-story.html
Madeleine May Kunin,1,female,https://www.bostonglobe.com/opinion/2019/02/22/the-dos-and-don-for-women-running-for-president/IpV6u9CHfBf6teAoHb2xeJ/story.html
Jonathan A. Greenblatt,1,male,http://rss.cnn.com/~r/rss/cnn_topstories/~3/hIRLA0fpufI/index.html
Jeff Lunden,4,male,https://www.npr.org/2019/06/09/730661308/into-the-spotlight-recognizing-broadway-musicians-this-tony-awards-season
Alex Ashlock,1,male,https://www.wbur.org/hereandnow/2019/02/22/wwii-veteran-sherman-tank-clarence-smoyer
Danny Hajek,3,male,https://www.npr.org/2019/05/10/721829638/we-wanted-to-be-larger-than-life-paul-stanley-of-kiss-on-almost-50-years-of-rock
Mike Katzif,1,male,https://www.npr.org/2019/02/21/695924597/first-listen-teen-good-fruit
Matei Rosca,4,unknown,https://www.politico.eu/article/boris-johnson-race-for-11-downing-street/
Patrick Galey,1,male,https://www.yahoo.com/news/china-gene-babies-mutation-linked-higher-mortality-study-151015160.html
Daniel Bates,1,male,https://www.theguardian.com/artanddesign/2019/feb/22/tania-bruguera-cuba-artist-crackdown-decree-349
Karen Gardner,1,female,https://www.theguardian.com/commentisfree/2019/feb/23/it-took-more-than-a-decade-to-explain-the-sudden-death-of-my-precious-teenage-son
Adam Liaw,1,male,https://www.theguardian.com/food/2019/feb/23/do-online-recipes-come-with-too-much-backstory-its-all-part-of-the-joy-of-food
Chigozie Obioma,1,unknown,https://www.theguardian.com/commentisfree/2019/feb/22/nigeria-new-president-elections-postponed-vote
Tanya Gold,5,female,https://www.theguardian.com/fashion/2019/jul/02/viard-quiet-savoir-faire-first-chanel-couture-show
Stuart Bathgate,1,male,https://www.theguardian.com/sport/2019/feb/22/scotland-france-six-nations-rugby-gregor-townsend
Francisco Vieira,1,male,https://www.theguardian.com/food/2019/feb/22/cocktail-of-the-week-the-media-luna
Elizabeth Catte,1,female,https://www.theguardian.com/news/2019/feb/22/trump-country-republican-appalachia-virginia-activism
Christopher Thomond,1,male,https://www.theguardian.com/world/gallery/2019/mar/21/celebrating-purim-in-manchester-in-pictures
Reggie Ugwu,4,male,https://www.nytimes.com/2019/04/21/arts/music/michael-jackson-books.html
Hartosh Singh Bal,2,unknown,https://www.nytimes.com/2019/04/17/opinion/modi-india-election.html
Elnathan John,1,unknown,https://www.nytimes.com/2019/02/22/opinion/nigeria-elections-corruption-economy.html
Kevin Roose,10,male,http://www.nytimes.com/2019/06/23/technology/artificial-intelligence-ai-workplace.html
Alina Tugend,4,female,http://www.nytimes.com/2019/06/17/business/artificial-intelligence-bias-tech.html
Ana Swanson,32,female,http://www.nytimes.com/2019/06/18/us/politics/trump-china-meeting-trade.html
Claire Fu,1,male,https://cn.nytimes.com/china/20190221/china-forbidden-city-night/
Charlotte Graham-Mclay,12,female,https://cn.nytimes.com/asia-pacific/20190612/new-zealand-china-extradition/
Beth Ann Nichols,1,female,https://golfweek.com/2019/02/15/tiger-tracker-tiger-woods-shot-by-shot-round-1-genesis-open/?utm_source=usattigertracker
Emily Matchar,2,female,http://www.nytimes.com/2019/02/22/opinion/sunday/oddly-satisfying-videos-internet.html
William Davies,2,male,http://www.nytimes.com/2019/02/23/opinion/sunday/war-brexit-border-wall.html
Nathaniel Popper,9,male,http://www.nytimes.com/2019/06/18/technology/facebook-cryptocurrency-libra.html#commentsContainer
Derecka Purnell,3,unknown,https://www.theguardian.com/commentisfree/2019/apr/23/beyonce-pregnancy-black-women
Randall Kennedy,5,male,https://www.nytimes.com/2019/05/15/opinion/race-identity/harvard-law-harvey-weinstein.html
Richard Severo,2,male,http://www.nytimes.com/2019/02/23/obituaries/stanley-donen-dead.html
V. L. Hendrickson,2,unknown,http://www.nytimes.com/2019/02/22/realestate/new-zealand-locks-the-doors-from-the-inside.html
Nancy Rommelmann,1,female,http://www.latimes.com/opinion/op-ed/la-oe-rommelmann-me-too-portland-20190222-story.html
Julianne Ho,1,female,http://www.latimes.com/style/laaffairs/la-hm-la-affairs-julianne-ho-20190223-story.html
Adam Elmahrek,9,male,http://www.latimes.com/local/lanow/la-me-ln-native-american-minority-contracts-cherokee-20190702-story.html
Ben Brazil,2,male,http://www.latimes.com/local/lanow/la-me-ln-mexican-american-military-veterans-20190608-story.html
Susan King,9,female,http://www.latimes.com/entertainment/movies/la-et-mn-cooley-high-tribute-20190706-story.html
Charles Vascellaro,1,male,http://www.latimes.com/travel/la-tr-beer-and-baseball-at-spring-training-arizona-cactus-league-20190223-story.html
Dominic Umile,1,male,http://www.latimes.com/books/la-ca-jc-brian-fies-wildfire-graphic-novel-20190222-story.html
Ann Moses,1,female,http://rss.cnn.com/~r/rss/cnn_topstories/~3/S9P0dYXCiE0/index.html
Jessica Yarmosky,10,female,https://www.npr.org/2019/04/30/718396487/-my-kids-are-in-survival-mode-a-chat-with-the-2019-teacher-of-the-year
Liana Simstrom,1,female,https://www.npr.org/sections/health-shots/2019/02/22/696894502/what-an-insect-can-teach-us-about-adapting-to-stress
Jay Hancock,1,male,https://www.npr.org/sections/health-shots/2019/02/22/696967037/senate-inquiry-on-drug-prices-echoes-landmark-hearings-held-60-years-ago
Yann Demange,1,unknown,https://www.theguardian.com/global/2019/feb/23/yann-demange-perpetual-outsider-identity-finding-my-tribe
Josh Gross,1,male,https://www.theguardian.com/sport/2019/feb/23/mixed-martial-arts-olympics-sport
Jo Tuckman,1,male,https://www.theguardian.com/artanddesign/2019/feb/23/gabriela-iturbide-mexico-photographs-book-interview
Lisa O Kelly,2,female,https://www.theguardian.com/books/2019/mar/16/dave-eggers-the-parade-interview
Clare Hunter,1,male,https://www.theguardian.com/lifeandstyle/2019/feb/23/the-calming-effects-of-sewing-can-help-people-express-and-calm-themselves
Jane Perrone,2,female,https://www.theguardian.com/lifeandstyle/2019/jun/22/gardening-tips-plant-mexican-giant-hyssop
Tom Wall,1,male,https://www.theguardian.com/world/2019/feb/23/battle-save-lapland-want-to-build-railroad
Caroline Criado-Perez,1,female,https://www.theguardian.com/lifeandstyle/2019/feb/23/truth-world-built-for-men-car-crashes
Deborah Linton,3,female,https://www.theguardian.com/football/2019/may/18/vincent-kompany-manchester-city-setbacks-racism
Damona Hoffman,2,unknown,https://www.washingtonpost.com/lifestyle/magazine/date-labhe-restored-her-faith-in-humanity/2019/06/07/ab0ab31c-7812-11e9-bd25-c989555e7766_story.html
Emily Horton,1,female,https://www.washingtonpost.com/news/voraciously/wp/2019/02/22/yes-you-can-make-granola-in-small-batches-without-an-oven/
Matthew Gutierrez,1,male,https://www.wsj.com/news/types/world-cup
Michael Barbaro,6,male,https://www.nytimes.com/2019/05/31/podcasts/the-guests-youve-met-before.html
Tracy Tullis,2,male,http://www.nytimes.com/2019/02/22/nyregion/car-wash-wage-dispute.html
Peggy Orenstein,4,female,http://www.nytimes.com/2019/02/23/opinion/sunday/sexual-consent-college.html
Alice Mcdermott,2,female,http://www.nytimes.com/2019/02/23/opinion/sunday/women-catholic-priests.html
Katherine Mangu-Ward,2,female,http://www.nytimes.com/2019/02/23/opinion/sunday/women-directors-quotas.html
Emily Bazelon,13,female,http://www.nytimes.com/2019/06/17/magazine/elizabeth-warren-president.html#commentsContainer
Alex Wong,2,male,http://www.nytimes.com/2019/02/23/sports/sportscenter-anchors-highlights-scott-van-pelt.html
Stephen Farber,1,male,http://www.latimes.com/entertainment/movies/la-et-mn-oscars-critics-scorn-for-crowd-pleasers-20190223-story.html
Anita Chabria,10,female,http://www.latimes.com/politics/la-pol-ca-california-gang-database-calgang-criminal-justice-reform-20190509-story.html
Susan Spano,2,female,http://www.latimes.com/travel/la-tr-asia-laos-photo-story-20190224-story.html
Elizabeth Mehren,1,female,http://www.latimes.com/travel/la-tr-asia-phu-quoc-vietnam-20190224-story.html
Dennis Mclellan,3,male,http://www.latimes.com/local/obituaries/la-me-claus-von-bulow-dead-acquitted-socialite-20190530-story.html
A.J.B. Lane,2,unknown,https://www.bostonglobe.com/ideas/2019/03/13/the-novaxx-cautionary-tale/8wiMB1Y4t9K5Ck1pjVtNXJ/story.html
George Thrush,1,male,https://www.bostonglobe.com/ideas/2019/02/21/the-global-ferris-wheel-craze-stops-here/K8C2ZQd0FeZb32Qwofzn8H/story.html
Liam Clancy,1,male,https://dailycaller.com/2018/01/26/kickstarter-bans-swedish-academic-from-crowdfunding-book-linking-immigration-and-rape/
Daniel Oliver,2,male,https://dailycaller.com/2019/03/11/oliver-executive-power/
Nick Watt,1,male,http://rss.cnn.com/~r/rss/cnn_topstories/~3/hJ5MoJ38MKk/index.html
Delaney Strunk,1,female,http://rss.cnn.com/~r/rss/cnn_topstories/~3/5gEePKnBNBw/index.html
Bill Hinkle,1,male,http://rss.cnn.com/~r/rss/cnn_topstories/~3/AmxkbJYvCKI/index.html
Rym Momtaz,32,unknown,https://www.politico.eu/article/more-than-80-feared-dead-after-migrant-boat-capsizes-tunisia-libya/
Ade Samuel,1,unknown,https://www.theguardian.com/fashion/2019/feb/24/ade-samuel-at-the-start-of-my-career-i-received-lots-of-nos
Matthew D Ancona,9,male,https://www.theguardian.com/commentisfree/2019/jun/09/hard-brexit-drugs-tories-eu
Ganesh Sitaraman,1,unknown,https://www.theguardian.com/commentisfree/2019/feb/24/facebook-economy-health-democracy-threat
David Thomson,1,male,https://www.theguardian.com/film/2019/feb/24/stanley-donen-obituary
Rian Evans,1,male,https://www.theguardian.com/music/2019/feb/24/stile-antico-review-acute-listening-gorgeous-lines-and-serene-beauty
Stephen Bush,1,male,https://www.theguardian.com/politics/2019/jun/08/michael-gove-branded-hypocrite-after-admitting-using-cocaine
Harriet Birrell,1,female,https://www.theguardian.com/food/2019/feb/24/harriet-birrells-choc-chip-caramel-fudge-brownies-recipe
James Wong,1,male,https://www.theguardian.com/lifeandstyle/2019/feb/24/james-wong-exotic-colourful-plants-that-thrive-in-winter-cold
Roy Greenslade,9,male,https://www.theguardian.com/news/commentisfree/2019/apr/28/lyra-mckee-activist-broke-class-barrier
Olenka Frenkiel,1,female,https://www.theguardian.com/world/2002/may/05/dutroux.featuresreview
Daniel J. Flynn,2,male,http://www.breitbart.com/politics/2019/02/24/daniel-flynn-from-harvey-milk-and-matthew-shepard-to-jussie-smollett-how-true-crimes-with-fake-motives-inspired-fake-hate-crimes/#disqus_thread
Sandra Cuffe,5,female,https://www.aljazeera.com/news/2019/06/honduras-protest-crackdown-190621221439388.html
Alex Pulaski,4,male,http://www.latimes.com/travel/la-tr-travel-road-trips-snippet-oregon-three-capes-loop-20190522-story.html
Christine Elgersma,1,female,https://www.washingtonpost.com/lifestyle/2019/02/19/so-youve-got-parental-controls-now-what/
Jonathan Greenberg,2,male,https://www.washingtonpost.com/news/posteverything/wp/2019/06/14/feature/how-donald-trump-silenced-the-people-who-could-expose-his-business-failures/
Susan Lanzoni,1,female,http://www.washingtonpost.com/outlook/2019/02/22/why-empathy-is-key-dismantling-white-racism/
Genevieve Bookwalter,1,female,https://www.washingtonpost.com/business/economy/the-next-money-crop-for-farmers-solar-panels/2019/02/22/2cf99e8c-3601-11e9-854a-7a14d7fec96a_story.html
Guy Trebay,2,male,http://www.nytimes.com/2019/02/24/fashion/oscars-red-carpet-fashion-review.html
Michael D. Shear,21,male,http://www.nytimes.com/2019/07/04/us/politics/trump-july-4th.html
Mark Leibovich,14,male,http://www.nytimes.com/2019/06/12/magazine/democratic-primary-candidates-iowa-caucus.html#commentsContainer
Lisa Vanallen,2,female,http://www.nytimes.com/2019/02/25/opinion/r-kelly-survivor-lisa-vanallen.html
Nicholas Eberstadt,2,male,http://www.nytimes.com/2019/02/25/opinion/trump-kim-hanoi-summit.html
